protein,gene,EN-181-11_T,EN-216-11_T,EN-430-11_T,EN-454-11_T,EN-711-16_T,EN-716-11_T,EN-797-18_T,EN-181-11_N,EN-216-11_N,EN-430-11_N,EN-454-11_N,EN-711-16_N,EN-716-11_N,EN-797-18_N
ARMX3,ARMCX3,4675100,490460,NA,822820,10308000,22434000,163310,1175500,592320,6671000,8032300,3711800,2790300,670180
FNTB,FNTB,10264000,5709900,52676000,13407000,26687000,23144000,28938000,16185000,9939100,8799000,12319000,37378000,30097000,14534000
IF4H,EIF4H,135620000,92752000,41621000,91137000,329780000,201940000,378430000,74699000,67231000,168490000,108940000,112430000,128970000,89912000
EXOS5,EXOSC5,556400,NA,28399000,1346700,2611200,407940,476320,88365,141180,839900,303370,NA,2325400,1100400
PAPOA,PAPOLA,4444700,4171100,3666400,2841500,29883000,35912000,19750000,14079000,18639000,38065000,215430,9434400,82748000,10038000
DOXA1,DUOXA1,27375000,18707000,8347800,2110900,432620,17059000,6485400,119830,127170,2578800,391600,5336400,1235300,10610000
HEM3,HMBS,28513000,17262000,8716600,21804000,36524000,8456800,26059000,12743000,13027000,15839000,10560000,21508000,33157000,3801400
HS71A,HSPA1A,1245200000,434470000,31256000,835420000,1771700000,2238600000,2634700000,939280000,1057700000,731460000,1053700000,2719400000,3405700000,1264700000
MINP1,MINPP1,2621000,221150,6924100,551520,14804000,4681900,2265900,1455000,1140700,963700,1319800,2576400,2627900,2568200
UBP5,USP5,108580000,80776000,171040000,54005000,398950000,440940000,363990000,70239000,93233000,86056000,131830000,334210000,523430000,93950000
VPS45,VPS45,5072500,8977900,21014000,8198500,20224000,24930000,18933000,4954600,4477700,4672000,8567800,18514000,23557000,15351000
FIBB,FGB,420360000,317670000,371680000,354160000,966950000,811190000,1497300000,846600000,834610000,218040000,510790000,1562100000,1143100000,637700000
GPNMB,GPNMB,21536000,57415000,NA,9313000,38553000,59016000,73662000,28778000,36421000,7330100,27318000,56927000,22360000,27588000
ELMO3,ELMO3,928610,NA,5064300,2585200,20297000,13827000,7969900,13688000,536290,10775000,553020,4700800,6733400,1919200
UBAP1,UBAP1,1719300,6227900,7293800,2242200,12080000,4871800,4758100,1152400,2634400,3048100,2114500,5339600,14233000,2547000
ITA3,ITGA3,7254600,8733500,1984500,14961000,57284000,41887000,101120000,26459000,12496000,49555000,13400000,46898000,23590000,19806000
ATPG,ATP5F1C,99487000,185280000,98555000,132260000,344620000,248720000,315820000,160730000,141070000,87446000,196380000,232340000,209150000,147650000
LRC57,LRRC57,8000200,5803000,100970000,4525200,10969000,23079000,21166000,48279000,68070000,13862000,90194000,15556000,6385800,5794900
GPI8,PIGK,8928800,8021500,14783000,3891500,21987000,22902000,8063300,1934500,4299100,5989000,3923900,5714600,4611900,1986100
PSMG4,PSMG4,923190,807930,1462200,878060,2689000,3415000,NA,401120,795250,838300,190180,14140000,24830000,270440
FAK2,PTK2B,2159500,2644300,16309000,2104800,10717000,6576000,4487800,NA,5028700,994340,475520,4983200,2880600,1884000
IN35,IFI35,69965000,55176000,16239000,11129000,128160000,219610000,46535000,5903300,45494000,50745000,43017000,17744000,14510000,8161200
SAP,PSAP,40892000,24259000,31906000,39448000,129160000,93918000,56226000,13438000,10382000,13385000,9509000,39810000,33030000,15944000
TMX3,TMX3,10537000,17730000,2511300,6925800,23768000,18183000,42783000,10555000,9218100,19653000,5169300,13970000,94950000,5053200
NECT2,NECTIN2,3478400,5899200,46279000,6028500,12498000,7299900,17360000,2117300,4804100,16010000,2729800,30525000,13873000,3593200
ACBP,DBI,47618000,40879000,1000100,10571000,141480000,77363000,20334000,13243000,26384000,3097900,34877000,124490000,34185000,22905000
RAB21,RAB21,33784000,53517000,153540000,37928000,178810000,77465000,143000000,35690000,49499000,32287000,44249000,218540000,118550000,45587000
STK3,STK3,3694300,5965100,18130000,3179700,9434200,26162000,12181000,2393700,2633700,2290300,1088000,6639800,11095000,5295300
UBR4,UBR4,14355000,14419000,15516000,3672200,50537000,25815000,70276000,4878000,4220800,2913400,11179000,74371000,174670000,1114500
PMGE,BPGM,9827600,18555000,3670600,19916000,52639000,41100000,43472000,11726000,10970000,10944000,2847900,52417000,49968000,17615000
GMFG,GMFG,2664100,901320,NA,5009500,29623000,14897000,80098000,19383000,3061900,4060700,1029300,1675000,2299200,3477800
FBLN2,FBLN2,43754000,17967000,36216000,16668000,26444000,109230000,45173000,36872000,38403000,58787000,35621000,45524000,118020000,31707000
CDCP1,CDCP1,240240,3441700,1354200,209590,7829300,6193000,22359000,1261400,1000500,3057800,73239,7710800,2828600,2792500
CFA20,CFAP20,3230200,3056500,776640,3425500,14693000,17569000,16019000,NA,1559100,824740,2634000,8035200,4842000,2863800
ECHD3,ECHDC3,9462800,31491000,27113000,22226000,66983000,47872000,55106000,16836000,14445000,25870000,14392000,61477000,54334000,6555300
AATC,GOT1,112500000,142440000,380360000,100430000,389360000,218120000,271420000,92246000,161690000,191740000,174170000,224160000,328300000,164280000
EPS15,EPS15,14609000,21987000,19977000,3913500,63581000,46408000,58766000,21547000,12683000,36467000,9331600,12578000,39302000,14747000
PSMD5,PSMD5,38615000,38086000,202920000,51153000,182140000,203740000,83825000,32374000,43691000,226890000,40094000,124840000,119230000,75724000
NDUS7,NDUFS7,2812700,1195700,16626000,1971500,84309000,43154000,38713000,26110000,4916200,96162000,13704000,45824000,35651000,17434000
AT2C1,ATP2C1,9330800,827190,NA,7847300,17759000,9700200,26610000,1358300,7483700,1297700,1326800,1615500,4893800,2449900
NUDC2,NUDCD2,303970,NA,1339700,205250,1645500,4555600,5118300,1164300,2687500,2493200,2854400,475140,1234800,NA
DUS3,DUSP3,35716000,32116000,64389000,16952000,118610000,258580000,93184000,46202000,48713000,36991000,33615000,272480000,221520000,88314000
S10AB,S100A11,460830000,201790000,16468000,148510000,1584400000,1134000000,2322400000,156910000,648670000,171310000,524170000,1411000000,1177800000,773090000
ATPB,ATP5F1B,608410000,726690000,1186300000,358100000,6623000000,3176000000,3620800000,429550000,569800000,589730000,509640000,4153000000,5625100000,1634400000
RTN4,RTN4,46225000,15296000,1890000,37444000,826110000,700630000,810230000,101940000,103210000,101990000,88706000,582010000,631060000,412230000
MYH14,MYH14,25106000,76788000,10816000,19975000,29082000,58641000,121170000,8927000,15546000,25481000,25274000,144590000,156770000,76123000
IFT25,IFT25,11790000,14983000,3427400,9273400,47696000,34590000,12162000,10996000,13881000,19953000,16254000,25180000,10971000,10033000
TM214,TMEM214,1691100,1444300,NA,986840,16105000,8072800,16459000,171990,135890,143170,NA,6953500,2021900,947500
USP9X,USP9X,13969000,51867000,102240000,14141000,60501000,32873000,23074000,40878000,8070100,48964000,16640000,60527000,45072000,19371000
ROCK1,ROCK1,16020000,15569000,16336000,19719000,60868000,38512000,35391000,17429000,30095000,4577400,15739000,29167000,152270000,10665000
BAG2,BAG2,4004200,10587000,3035300,1303700,15174000,48807000,14250000,2231800,3437300,5729900,1717600,13663000,29487000,24416000
CBR1,CBR1,221840000,215310000,401150000,96821000,1038900000,723110000,1178300000,343370000,440670000,439450000,435550000,1300100000,1069400000,635130000
ABRAL,ABRACL,92551000,178960000,74282000,37800000,791480000,293110000,203480000,32144000,80260000,18940000,55270000,343120000,119250000,205400000
CLP1L,CLPTM1L,757430,626240,9407900,1428000,2113200,3145100,24825,122400,686720,1036200,177530,2120200,NA,553650
BRE1A,RNF20,4024900,401230,1610800,NA,11984000,11850000,15604000,7638300,348080,103030000,64303000,5041700,5763000,1941300
GPAA1,GPAA1,NA,10350000,3624100,580300,7526300,10209000,7378500,291930,1127300,4427100,2210400,1666000,1246900,1585600
VPS36,VPS36,8664300,16136000,78895000,5989400,48028000,47354000,12885000,32304000,7213900,17060000,6985400,32330000,190510000,7165200
ATX10,ATXN10,14458000,18367000,46493000,12579000,68013000,65840000,56458000,5603900,12095000,26367000,14932000,23772000,29817000,10162000
CDS2,CDS2,4287900,2870900,NA,7798800,83453000,50751000,17027000,14105000,10793000,8836000,16739000,53240000,69374000,26519000
SMC3,SMC3,8379600,12647000,36568000,11919000,60177000,48043000,23738000,16458000,6062900,6411200,14566000,13698000,11425000,6684100
RAC1,RAC1,39404000,52841000,33558000,33730000,428690000,395360000,514750000,41203000,67089000,73489000,70533000,480510000,328670000,187090000
OPLA,OPLAH,9627900,23870000,15550000,16994000,31139000,34998000,26680000,7138800,9652600,29933000,7122100,39483000,25102000,13970000
PON1,PON1,38880000,22521000,39743000,12979000,65746000,75893000,57084000,27874000,62086000,77662000,23131000,69208000,89967000,36186000
LOX12,ALOX12,2988300,14523000,117270000,2808600,20523000,23682000,34214000,1610200,8277800,9019900,8460800,590080000,26545000,1912300
ST14,ST14,2874100,1469400,6409800,1703300,8399400,9679200,19071000,378900,1576200,4251700,2455700,3967500,3914400,1812100
DSC3,DSC3,18352000,49943000,210950000,41491000,54929000,78642000,203480000,39285000,45347000,48209000,43623000,194270000,105400000,66694000
TPPP3,TPPP3,54841000,16881000,232930000,49389000,171410000,410330000,499170000,78171000,39004000,82811000,85417000,372790000,269860000,218300000
STAT3,STAT3,14213000,11828000,270180000,22032000,176440000,172080000,202470000,55211000,25887000,73479000,32455000,142730000,136400000,155170000
SNX27,SNX27,15413000,12206000,19589000,6589000,20128000,21847000,21745000,28221000,29396000,61455000,18063000,19688000,15351000,4592300
CLCA2,CLCA2,667990,6115500,19883000,6091200,25665000,22826000,189590000,16630000,24078000,34489000,36292000,135610000,36115000,49036000
MTMRA,MTMR10,NA,1936800,4483700,2557000,925590,10543000,14303000,1012600,2696600,3409600,2812200,4290100,12043000,2758900
MTMR5,SBF1,9397500,4273700,5497900,6798200,14040000,6949800,963710,3660800,4619100,4326400,5663600,8422200,6965000,6379900
RAB10,RAB10,119210000,105650000,301850000,88681000,320300000,303110000,361260000,117720000,211870000,249090000,302700000,241860000,604380000,331430000
2ABA,PPP2R2A,21151000,19774000,12502000,7998300,59320000,52176000,202070000,18823000,35045000,29191000,38983000,85519000,68939000,37134000
AT1A3,ATP1A3,18267000,10873000,1070700,10628000,113160000,384340,51917000,8265900,12085000,287520,7184400,26222000,19977000,5289100
ADSSP,ADISSP,3029200,5735200,820100,370350,8347500,3435300,13979000,2303000,2216600,2473500,1741500,919790,1647600,1678100
PLCG2,PLCG2,3550500,6480700,12521000,621340,10331000,94425000,10427000,3246000,752650,14967000,2699900,90339000,1018700,2751800
PABP2,PABPN1,16896000,17692000,23943000,16812000,25663000,50163000,66169000,11468000,13456000,21055000,9678500,16769000,9328000,10572000
ALAT2,GPT2,738400,532400,468750,2131000,1429900,6990700,3566100,1465400,6581100,2415100,4033200,9474700,13658000,3512600
IF4A2,EIF4A2,21140000,11909000,4533900,19537000,291830000,300210000,187290000,11725000,17223000,20911000,19455000,285940000,168330000,155570000
PGRP1,PGLYRP1,3320400,22944000,4643100,1738900,12626000,28704000,8828600,5438000,1072200,15300000,1682200,818820,3505600,633260
RPAB1,POLR2E,20158000,7624600,34238000,14451000,29844000,29431000,28203000,1544400,5240500,15775000,18977000,6865400,11314000,2512000
CTNA1,CTNNA1,128120000,147640000,57696000,53063000,669440000,810410000,796270000,71377000,134280000,137140000,109480000,568190000,899920000,311490000
IMA3,KPNA4,37605000,81387000,NA,59894000,101520000,116820000,193020000,22367000,32034000,37310000,65948000,123300000,143200000,70603000
TOM1,TOM1,29392000,31600000,20488000,15515000,109580000,98088000,106810000,17159000,36876000,38829000,65174000,70704000,208950000,53153000
RS15,RPS15,72882000,14072000,NA,31708000,22894000,10054000,22112000,4974000,21564000,9137100,35619000,12160000,28331000,3115400
RALA,RALA,7498300,28399000,51672000,15396000,112570000,88871000,148710000,19054000,33950000,31402000,38385000,143030000,78235000,36058000
ARL15,ARL15,201940,553110,1405000,1935300,13494000,7546500,10827000,928400,2531400,3619500,2463900,1743700,2753200,1586400
DJC10,DNAJC10,18678000,12752000,12623000,11640000,35835000,33485000,16965000,3213100,5688200,6016000,4631200,3628400,45606000,12345000
PP1B,PPP1CB,58356000,29580000,49141000,37455000,456210000,443270000,407670000,46707000,65492000,47536000,70902000,302750000,499250000,210750000
AP1G1,AP1G1,30434000,42003000,55131000,29165000,210790000,106420000,71916000,12366000,20823000,27276000,20727000,57581000,61885000,43543000
KISHA,TMEM167A,13426000,13019000,6609600,4660200,22251000,21546000,16593000,4029700,5807000,4815000,5606000,5896700,6298000,6350000
RPB3,POLR2C,10643000,7810700,11863000,5507800,42927000,23804000,49047000,8886100,13430000,2478800,11833000,55406000,19316000,8052500
TENS1,TNS1,12678000,101620000,68286000,57808000,231980000,187440000,592250000,73147000,138740000,180800000,26387000,201420000,270620000,133560000
VAS1,ATP6AP1,5905800,4363500,6403900,877400,13596000,12553000,10729000,1236000,2092400,2618800,1302400,4601300,7504000,4203000
EFNMT,METTL13,4850000,4615000,19693000,4005200,21786000,17938000,18070000,3569400,392760,10293000,3746600,7948500,6381800,4793900
UBE2A,UBE2A,9121000,12283000,8028800,1859300,37957000,22803000,15746000,3791400,3150900,3013600,2681000,6895200,19501000,5046100
SSU72,SSU72,12162000,15074000,2731300,4864000,17085000,15407000,18527000,3350300,4748100,5512900,5257900,10405000,5108200,3265300
STK38,STK38,10388000,24510000,34628000,4614800,20698000,29142000,27913000,13052000,15228000,6850000,10421000,117150000,23756000,6939900
GPDM,GPD2,43375000,117270000,197400000,48917000,355530000,301540000,205630000,63189000,58990000,61474000,58448000,214460000,1133900000,54734000
PGDH,HPGD,6245700,46085000,168840000,23152000,667070000,79414000,110670000,54238000,17131000,71716000,5479700,19850000,609000000,22159000
HEBP2,HEBP2,52298000,61964000,73099000,75508000,263440000,191490000,191950000,54771000,93782000,76594000,118750000,214290000,394000000,128060000
KS6A1,RPS6KA1,10095000,7430200,47957000,3014900,35805000,36187000,28760000,2275700,2223400,14753000,1983000,10331000,2169400,8141200
AP3S1,AP3S1,15896000,25678000,53375000,14229000,35611000,27738000,59985000,17360000,20067000,25451000,17657000,17658000,21532000,7987700
HYES,EPHX2,42229000,60665000,74260000,57568000,86710000,68275000,44879000,34845000,34877000,54585000,90674000,114500000,143400000,42945000
PPIG,PPIG,554690,24403000,14139000,11455000,21219000,24457000,26207000,5968100,7955900,18216000,8612500,8007300,2763700,2819900
MAT2B,MAT2B,48955000,43462000,30080000,27578000,185730000,129460000,101110000,29985000,24324000,81986000,139480000,97766000,76003000,27705000
CRBG2,CRYBG2,7805200,2260300,5259900,956470,25759000,9787000,28416000,688880,4325300,5819400,3320000,16963000,20605000,5750300
PTK7,PTK7,5990900,7532400,7877500,6479700,49282000,47122000,52311000,6510300,24803000,18112000,5249400,31706000,25479000,12612000
RIPK1,RIPK1,2859300,4578600,4713400,3145200,7862000,9412600,13199000,3264000,2677800,4457100,3046700,7202600,9853700,2020000
CBX5,CBX5,5140300,6666000,170940,4937200,10183000,11490000,57038000,2474200,2404800,5083800,3632200,3916200,3099200,1579800
SMC4,SMC4,7172100,4908900,36314000,4771700,10622000,20349000,32795000,7055700,13679000,10037000,2222800,3198000,10246000,1375400
GPD1L,GPD1L,12076000,21694000,16940000,45318000,81069000,49178000,69984000,31348000,31877000,61122000,39095000,74741000,76775000,36011000
NMNA1,NMNAT1,969500,1410100,26467000,2445100,15015000,14894000,5010600,1393000,1519600,3533500,2152300,1072700,1076600,237570
TTHY,TTR,1178500000,902700000,789220000,661140000,3302000000,3744400000,3129500000,1663600000,1505500000,833830000,1544200000,3913700000,4192900000,2577000000
LSM1,LSM1,19756000,14994000,28148000,5937900,38526000,58314000,88547000,17114000,23522000,7456500,15707000,12518000,33204000,6630100
HIP1R,HIP1R,8226100,10338000,89778000,14128000,78608000,64704000,62970000,11882000,746240,82321000,13926000,13991000,10138000,11851000
BIG2,ARFGEF2,2064600,7701600,3572600,10834000,77600000,78761000,32724000,296700,4376800,20239000,21062000,19912000,168540000,44548000
NDUA4,NDUFA4,90289000,223180000,245870000,101820000,345640000,278310000,270670000,79433000,103410000,95718000,84434000,210030000,69013000,104860000
PKN1,PKN1,102090,3332100,3738100,1492100,5065600,6162000,616740,512330,1748900,1035500,982300,1140200,NA,430160
DHR11,DHRS11,23348000,3359400,7377600,3132300,28047000,5232500,6186000,3296900,1777400,7924000,2244900,4283100,24850000,11258000
NAGA,AMDHD2,3118100,3817200,4160300,853450,6078200,13384000,16157000,1028800,1344300,3118700,3099200,3281000,4377900,4484800
ECE1,ECE1,2149000,3803100,43810000,267780,24383000,11868000,12327000,492660,2489400,5828300,3755200,1813100,2659500,195240
AHNK2,AHNAK2,58724000,69166000,5029300,27009000,59374000,42343000,411100000,107550000,41812000,62689000,53758000,389950000,297850000,134610000
CCD12,CCDC12,5073700,11863000,32206000,8163500,31465000,47118000,31553000,12930000,15238000,6813300,16622000,10910000,8743100,9956300
PEBP1,PEBP1,764540000,1433700000,2208400000,377690000,2317000000,2614300000,2589100000,795670000,888400000,427420000,907430000,2956000000,2711600000,1737900000
EMAL2,EML2,37810000,61664000,64447000,6945400,179610000,158200000,249160000,35980000,60754000,72199000,74629000,163050000,137900000,97692000
PLIN4,PLIN4,1402200,11946000,4418100,1061400,53912000,2610100,9819500,3576400,6596100,4410200,7153200,9765300,7291000,18211000
CARF,CDKN2AIP,358460,1732100,482600,2791300,142620000,119660000,22810000,5700300,93487000,2580000,11828000,51584000,31958000,10594000
SNG2,SYNGR2,11144000,3568100,NA,12628000,33867000,30344000,19584000,6520000,7708900,5423200,6101900,14208000,NA,7143900
EIF3H,EIF3H,57289000,1180000,47825000,48086000,202440000,206270000,216790000,15768000,33273000,12124000,29959000,95820000,78309000,48977000
THIM,ACAA2,71165000,42109000,NA,94522000,2132900000,1097500000,177940000,19966000,42791000,18569000,29767000,284310000,319350000,53828000
PO210,NUP210,13831000,28437000,16831000,9518100,32049000,46914000,39434000,33233000,33244000,59026000,10966000,38210000,63711000,15908000
AL3A2,ALDH3A2,45044000,78151000,451920000,23517000,142200000,275240000,363400000,50048000,113370000,65046000,95454000,278820000,458230000,109480000
VAT1,VAT1,90142000,153530000,320290000,72604000,158000000,334820000,506110000,117730000,149060000,107170000,162370000,302940000,379070000,169600000
COR1C,CORO1C,47784000,37496000,133050000,17881000,118010000,106040000,226430000,51415000,36233000,101040000,70317000,139090000,129330000,55724000
CD81,CD81,106490000,252910000,109900000,61262000,792400000,916540000,310580000,154900000,201160000,175280000,203700000,995170000,723700000,548880000
NAT10,NAT10,9484900,3582200,12451000,3214600,24802000,13583000,NA,469790,415320,554990,511180,2042100,4277000,551560
ARL8B,ARL8B,15570000,21537000,37362000,21060000,106510000,92683000,148010000,27662000,45899000,43782000,42144000,115790000,55779000,45088000
CAVN1,CAVIN1,299630000,338350000,381360000,58113000,1113700000,1198700000,913460000,479570000,566670000,524790000,565950000,734300000,1466800000,726140000
NUDC3,NUDCD3,12862000,19456000,1532100,4010900,48294000,19534000,31575000,1365400,2875300,5135300,7347900,40319000,26321000,20217000
ARPIN,ARPIN,6386000,10181000,15247000,9331000,4500400,8455200,20982000,4841500,5668800,9032600,8630300,9695400,239510,NA
NU5M,MT-ND5,2671700,12128000,20565000,9715600,60340000,53421000,31435000,33767000,7675500,14291000,5167300,35446000,31835000,15948000
FKBP4,FKBP4,112980000,65103000,57868000,124590000,273360000,328550000,529720000,50076000,71049000,63877000,80033000,356720000,476100000,171630000
TM11D,TMPRSS11D,15085000,2380000,23974000,7351400,25276000,10246000,109670000,15239000,16825000,26908000,11030000,43430000,21188000,16867000
TMEDA,TMED10,220110000,209570000,89910000,109830000,872690000,691760000,389590000,50400000,89265000,67787000,67566000,191670000,255160000,129350000
SH3L2,SH3BGRL2,16890000,55070000,56050000,5184800,56419000,31611000,51065000,1687400,4679000,10351000,16233000,16275000,75004000,10868000
RM28,MRPL28,11414000,4265300,NA,15980000,28498000,24503000,7191000,3839300,3647700,5432600,7982300,10740000,21348000,4317300
SL9A1,SLC9A1,362460,1684900,NA,216830,12629000,6275000,2417500,691520,1425200,2207500,971830,1815700,986140,1267200
UBE3A,UBE3A,5443300,11312000,13857000,11856000,24947000,24543000,13434000,2323500,4430300,5476500,2167900,7112800,16179000,5555900
TBD2A,TBC1D2,3182700,4491100,44104000,22725000,104530000,14818000,18758000,42409000,22149000,10213000,4033100,44502000,5176500,24089000
ERI3,ERI3,481850,1581000,3876200,358110,20687000,169110,8567300,2469600,3307100,3819200,3150600,3899600,1678800,2007500
AT5F1,ATP5PB,118560000,127190000,NA,154510000,210260000,100800000,225070000,76735000,107030000,128210000,153350000,147590000,112120000,70708000
OLA1,OLA1,207490000,114190000,71994000,84239000,647120000,407490000,242510000,71399000,107500000,83506000,98318000,308800000,658390000,186980000
OSTF1,OSTF1,104450000,192020000,52572000,62572000,184840000,99830000,164350000,37341000,94742000,182760000,99396000,196340000,363350000,34091000
ZZEF1,ZZEF1,23129000,24827000,15350000,6605000,34491000,12644000,10417000,8690300,10830000,12561000,12608000,7595000,20148000,2905200
MVD1,MVD,14413000,30226000,23393000,17812000,99545000,38685000,65125000,16784000,28835000,38952000,34131000,54770000,51101000,22572000
TBC13,TBC1D13,1504000,2069300,1560200,1239000,12606000,6434100,2217900,695190,984310,678890,497710,292190,1900500,1209700
CELF1,CELF1,2947500,979430,16152000,19473000,41242000,35695000,76145000,6536300,8925700,3984100,3434300,12121000,60111000,53774000
DHX30,DHX30,1115300,517940,22411000,469310,1077900,2619800,34173000,65262,628450,1814100,1912700,101920,146140,1503800
DAA10,DNAAF10,732750,1654700,3844700,969690,2493900,616210,4106100,851830,343670,1363800,396500,1928600,NA,230060
COQ5,COQ5,3718800,9747200,2406500,17253000,38360000,20441000,34721000,4312800,22531000,28035000,15253000,16674000,10661000,7498500
ABI3,ABI3,2165900,388900,3954600,2932500,23988000,22339000,10065000,2090700,2034000,2021800,7008000,13088000,2023700,1890900
NDUS2,NDUFS2,39661000,114550000,23431000,25062000,66048000,99407000,81641000,35637000,42558000,64587000,41679000,66904000,60165000,73979000
MCEE,MCEE,6673600,19329000,4925500,3014700,23480000,9583000,22955000,2396500,1732200,646760,514530,21241000,13519000,1841300
NEUL,NLN,10615000,17054000,14228000,4093100,65577000,44160000,41323000,4251800,4676300,6650800,5770600,15492000,25765000,9709400
APOL1,APOL1,20217000,9767300,NA,10817000,64884000,55029000,21245000,27432000,13271000,74230000,12746000,63728000,29439000,10223000
RT31,MRPS31,11353000,12989000,NA,12773000,16899000,12487000,14329000,53127000,6130000,6479600,5643600,35504000,25899000,6886600
SYRM,RARS2,3005100,1522300,11518000,299480,6940700,794980,1822100,552020,927970,791910,499890,5162100,445290,837820
MTM1,MTM1,4962000,4361500,NA,2325400,16270000,9496800,1668700,1003100,1831500,538560,730770,3531700,8256100,2396000
ATP9A,ATP9A,108290,15484000,17992000,1943900,420710,11961000,4499400,18903000,40611000,22835000,26408000,13096000,2587200,57771000
ACTN1,ACTN1,479350000,626540000,1091700000,330250000,2462300000,2019900000,1984700000,378500000,510410000,762940000,483670000,1830800000,1829300000,1919100000
ARF5,ARF5,54460000,50813000,34255000,43026000,489310000,118790000,101640000,59310000,117560000,178510000,138130000,91230000,152530000,17824000
QORX,TP53I3,19192000,53518000,35609000,24294000,160550000,130250000,61578000,21656000,38533000,32439000,57492000,106490000,87939000,66613000
ARMD3,ARMH3,3098000,4185700,7971700,2125300,19519000,14658000,11704000,2537900,4223100,3206000,4745000,9979500,16644000,11501000
DBNL,DBNL,106030000,180360000,39676000,57615000,467140000,421000000,515720000,90282000,110190000,131930000,145940000,528830000,364220000,163440000
AP3D1,AP3D1,18250000,30169000,150430000,15626000,117890000,72171000,59367000,6322800,14723000,44457000,15011000,397660000,41827000,73608000
RAB1B,RAB1B,286770,11925000,4360400,3640400,3864300,23444000,13294000,3449100,1243300,12524000,358900,4024800,632780,858480
ERAP2,ERAP2,15996000,63480000,89853000,8984800,86509000,6130000,17682000,6905500,17162000,12336000,101980000,53062000,2849700,10493000
NP1L1,NAP1L1,95882000,43698000,136920000,70131000,757150000,394450000,791280000,38409000,49956000,197180000,78712000,438660000,260360000,222230000
TSTD1,TSTD1,23643000,47765000,5402000,8490200,420380000,111200000,29414000,1889500,7441600,167840,25069000,168610000,172580000,32471000
EMC4,EMC4,1517200,1606300,181390,2173000,13898000,5525900,18053000,706630,2269000,225150,1859600,6339500,2089700,1852200
E41L3,EPB41L3,4922200,3507900,10195000,12066000,6496200,9718400,8753900,54587000,2101200,7574200,3808900,10104000,8316500,6123000
S10AA,S100A10,879840000,864720000,466610000,518740000,2512000000,3944500000,4055300000,729910000,1160800000,682130000,1150800000,3851700000,2792000000,1023400000
FIBG,FGG,597070000,379010000,791170000,417720000,7742700000,6700200000,2028300000,885750000,1006800000,700580000,542580000,7853400000,2139700000,2291900000
PLTP,PLTP,12278000,9604900,44019000,6405000,32906000,20324000,13151000,5332800,8128300,101300,1780600,10633000,29415000,2657200
TGM1,TGM1,17451000,12728000,20699000,1395900,203460000,161040000,818820000,63301000,57185000,174890000,79152000,281020000,227150000,181170000
RS10,RPS10,242370000,79242000,147370000,103570000,595980000,504510000,348370000,68774000,133010000,124210000,173550000,158930000,183720000,184170000
SYTM,TARS2,4839700,3325200,26592000,7154500,8005800,26060000,3742200,1718100,6478300,1954400,325720,1589800,4938700,1765200
PGRP2,PGLYRP2,4482600,4480700,39707000,4302700,76108000,56515000,63085000,22222000,7338900,2639400,6767700,57860000,80650000,34093000
DGAT1,DGAT1,3126300,1002400,NA,1691000,12786000,2186000,28185000,1281800,833600,1409700,2873600,1356600,7672300,337180
OXSM,OXSM,8608100,9670500,6517600,9002700,16969000,22127000,10009000,3545400,4927100,6911000,5856000,7428900,6547200,4983700
CYTC,CST3,23584000,26868000,12175000,40261000,191610000,50632000,157690000,34444000,44537000,36202000,28361000,40428000,49206000,10444000
GCSH,GCSH,11365000,13591000,8934400,1941000,32164000,32543000,38998000,367070,1251300,NA,4452800,23020000,24109000,11090000
UBQL1,UBQLN1,8644300,32865000,47400000,3265800,84189000,80498000,107780000,21202000,18052000,76653000,27401000,116550000,16685000,16312000
VPS41,VPS41,411290,1971500,9131300,127390,2278800,2936100,5172600,1739600,1716100,2192800,1164800,677520,NA,172690
VMP1,VMP1,9544300,3310100,23837000,6571000,71447000,50775000,109220000,1377200,1874400,1904600,3973700,6562500,13164000,155310
RM02,MRPL2,8085900,14186000,9075000,18744000,42827000,57958000,28262000,5684100,5340600,20081000,17933000,15302000,15354000,6073300
AAGAB,AAGAB,9057200,6494500,8183300,2536800,14873000,12935000,11209000,2009200,444460,2979600,320910,10578000,12440000,3734500
NUMB,NUMB,7043000,17244000,21925000,5543300,3281200,16085000,23459000,5747400,7316800,4806000,2792600,13081000,3859600,2512300
ESTD,ESD,290450000,92550000,474020000,123210000,828530000,662110000,430630000,287180000,291970000,216190000,280310000,482780000,417550000,529930000
SCRN3,SCRN3,1052500,NA,969560,939450,20820000,72266000,1369100,1431900,1745300,1707400,1727800,26037000,1667800,419450
DQA2,HLA-DQA2,10702000,8441200,14444000,1971800,5506600,54759000,17531000,2029800,2433600,482940,327750,1305400,1113400,4026200
RL13,RPL13,85066000,49238000,14138000,60502000,209340000,125130000,342600000,42996000,66195000,137990000,72288000,185930000,185100000,75038000
TTL12,TTLL12,42843000,134380000,32371000,47602000,301620000,262630000,424190000,51611000,53894000,126160000,104230000,293170000,609550000,202700000
NPC1,NPC1,341550,649270,7664100,81336,9955300,12575000,6009100,16371000,242620,24911000,21664000,1919600,5570200,3038100
ACOX3,ACOX3,4704800,28207000,98038000,12671000,32677000,11401000,103530000,6093500,39347000,7439800,53391000,20222000,70312000,20589000
RAPH1,RAPH1,3262900,4707600,13989000,2537100,8437800,9825800,4482100,574770,1331100,1021700,420900,NA,1792000,442140
